label,run,pair_id,eval_strength,cover_psnr,token_mse,jpeg_token_mse,rbn_token_mse,thumb_mse,reverse_l2,reverse_psnr
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000551350__trial,1.36,38.37550735473633,0.01719724014401436,0.017053866758942604,0.016921009868383408,0.00024239093181677163,0.011427059769630432,19.420656204223633
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000551350__woman_with_hat_matisse,1.36,38.14793395996094,0.017290711402893066,0.017138902097940445,0.016992662101984024,0.00024177131126634777,0.011114798486232758,19.540985107421875
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000189213__antimonocromatismo,1.36,39.16192626953125,0.01196053996682167,0.011845212429761887,0.011726278811693192,0.0003476993879303336,0.008558780886232853,20.675880432128906
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000189213__impronte_d_artista,1.36,39.154747009277344,0.011811302974820137,0.011767735704779625,0.011732406914234161,0.00040939924656413496,0.00840984471142292,20.752120971679688
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000189213__picasso_self_portrait,1.36,38.79300308227539,0.011757945641875267,0.011645244434475899,0.011530035175383091,0.00042241308256052434,0.008691549301147461,20.609027862548828
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000189213__trial,1.36,39.38432312011719,0.011693643406033516,0.01163506880402565,0.011570069938898087,0.0003642413066700101,0.008275920525193214,20.821836471557617
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000189213__woman_with_hat_matisse,1.36,39.13908004760742,0.011853023432195187,0.011807331815361977,0.011759566143155098,0.00037636116030626,0.008185128681361675,20.86974334716797
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000255912__antimonocromatismo,1.36,39.438011169433594,0.011113626882433891,0.010974345728754997,0.010839976370334625,0.00018220323545392603,0.0057081072591245174,22.435077667236328
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000255912__impronte_d_artista,1.36,38.94313049316406,0.010880403220653534,0.010816723108291626,0.010755215771496296,0.00018880328570958227,0.005829661153256893,22.34356689453125
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000255912__picasso_self_portrait,1.36,39.309486389160156,0.011060791090130806,0.010948012582957745,0.01083848811686039,0.00024871155619621277,0.005183251108974218,22.85397720336914
